CaseNumber,Latitude,Longitude
HR383883,41.863588895,-87.703075093
HR384076,41.794241476,-87.650320383
HR385797,41.909340497,-87.687195422
HR386301,41.9003487,-87.76248863
HR386556,41.85817629,-87.727377809
HR386664,41.727323858,-87.586700828
HR387639,41.755859312,-87.601656868
HR387922,41.874970452,-87.730376948
HR391316,41.782828829,-87.632688166
HR393180,41.759090808,-87.634511473
HR395617,41.905900251,-87.753714435
HR395700,41.877252943,-87.696188173
HR397092,41.855019198,-87.711242026
HR397356,41.785696598,-87.687474069
HR397532,41.931098121,-87.778785219
HR397555,41.785114424,-87.651319262
HR397776,41.910301961,-87.688835272
HR398857,41.880689195,-87.728758861
HR398895,41.785630046,-87.699670169
HR402983,41.916127721,-87.697157413
HR404116,41.722660778,-87.656632253
HR406709,42.011995099,-87.78746993
HR408364,41.751719438,-87.566914357
HR409189,41.762246656,-87.659299054
HR409703,41.802008396,-87.690365424
HR411577,41.788681902,-87.642576309
HR411600,41.815833325,-87.610387777
HR411625,41.777423832,-87.648368783
HR411763,41.780526088,-87.595814598
HR411763,41.780526088,-87.595814598
HR411794,41.785679126,-87.670435099
HR412006,41.874581851,-87.709513881
HR412072,41.808951235,-87.612658638
HR412210,41.807772134,-87.667375723
HR412222,41.736296618,-87.640404677
HR413115,41.728336853,-87.611230402
HR413184,41.683363983,-87.634042853
HR413307,41.762296486,-87.656106
HR413419,41.780928521,-87.694121488
HR415098,41.877258897,-87.712304219
HR415508,41.891879948,-87.754263576
HR417375,41.810815929,-87.743241545
HR418861,41.864274634,-87.65998332
HR419119,41.811954028,-87.750615189
HR419551,41.892236758,-87.749397576
HR420818,41.761814314,-87.589669562
HR422744,41.793686636,-87.694104755
HR424520,41.84752269,-87.706345167
HR425001,41.71346647,-87.568965851
HR425829,41.895103255,-87.660412547
HR427696,41.732569819,-87.640400769
HR427791,41.857900215,-87.6447906
HR431090,41.921477579,-87.701877404
HR431169,41.901772439,-87.672343302
HR431228,41.777389372,-87.636252284
HR431356,41.787214171,-87.632233406
HR431383,41.907356188,-87.69204996
HR431397,41.853455918,-87.727851822
HR433123,41.909878399,-87.773987238
HR434985,41.795898416,-87.661385306
HR437167,41.686197807,-87.632514802
HR441178,41.871773806,-87.714461153
HR443602,41.79863239,-87.685385786
HR445323,41.96542408,-87.718162896
HR446917,41.888265781,-87.755353915
HR447166,41.70191623,-87.52924263
HR448184,41.85786662,-87.661827222
HR448916,41.749683042,-87.665847295
HR449097,41.894331406,-87.745786389
HR450526,41.744909385,-87.603789279
HR450586,41.716330318,-87.651178898
HR450630,41.867163535,-87.718562466
HR453095,41.784930142,-87.708165372
HR455584,41.944404696,-87.740313102
HR455880,41.899879585,-87.643072544
HR457072,41.920789218,-87.729508529
HR458408,41.729297287,-87.608167964
HR458839,41.75033427,-87.665045312
HR459675,41.899112864,-87.715644485
HR459687,41.771932287,-87.623469688
HR461047,41.783342882,-87.647843802
HR461302,41.909041331,-87.687187417
HR461310,41.90751541,-87.696993118
HR462656,41.789739543,-87.685145324
HR463063,41.718660101,-87.534077707
HR465765,41.894404835,-87.719943086
HR466307,41.670569576,-87.638518623
HR466618,41.942556709,-87.794653099
HR467812,41.828107704,-87.702964595
HR468661,41.878561173,-87.748123058
HR469890,41.756094931,-87.644659401
HR471508,41.764205457,-87.68445303
HR472369,41.711861362,-87.611451453
HR472369,41.711861362,-87.611451453
HR473161,41.768964765,-87.584418293
HR473660,41.769844232,-87.665169109
HR476545,41.700505086,-87.561989756
HR478610,41.767514319,-87.667531979
HR478800,41.909177556,-87.708328527
HR479071,41.783220852,-87.656421175
HR480816,41.766203963,-87.579795115
HR480904,41.765806885,-87.582438963
HR483123,41.699271976,-87.624489055
HR483347,41.720644265,-87.63833477
HR484557,41.858502718,-87.713976093
HR485660,41.794003774,-87.622448757
HR486000,41.655005926,-87.613908994
HR486096,41.852254902,-87.670379452
HR486588,41.812332796,-87.750626429
HR488950,41.717266125,-87.535281725
HR489613,41.888934476,-87.756266038
HR492789,41.815968854,-87.619773739
HR492937,41.916273054,-87.730190408
HR496194,41.869786389,-87.774281815
HR496563,41.804144301,-87.67214469
HR498517,41.901594467,-87.725049997
HR498696,41.756922758,-87.645416548
HR499466,41.788302093,-87.619061254
HR500155,41.879607443,-87.709674313
HR503597,41.737262417,-87.560762326
HR504187,41.73661597,-87.559718535
HR505244,41.762704642,-87.650416692
HR506388,41.759425115,-87.583502969
HR510824,41.843484949,-87.7318287
HR511382,41.766102071,-87.573491521
HR511382,41.766102071,-87.573491521
HR513522,41.752613165,-87.580892288
HR513633,41.892318886,-87.719882242
HR518827,41.754830943,-87.667193967
HR521167,41.773967711,-87.605788001
HR522187,41.722722979,-87.554650632
HR523131,41.761234721,-87.586201552
HR523628,41.840004526,-87.708565397
HR525182,41.765620989,-87.619576803
HR528313,41.77338604,-87.674964556
HR528878,41.731522269,-87.6520037
HR530264,41.749328984,-87.665839969
HR531714,41.856737875,-87.645452791
HR532319,41.876456992,-87.696166704
HR532432,41.838735093,-87.723590603
HR534894,41.92771187,-87.668235408
HR535446,41.68083259,-87.634762139
HR535452,41.693782648,-87.619503826
HR538920,41.881663933,-87.754425596
HR543267,41.704130902,-87.559624682
HR543747,41.808986931,-87.612661906
HR545818,41.978165398,-87.658567851
HR545851,41.746487231,-87.645135864
HR546014,41.803347283,-87.730803188
HR547827,41.962900789,-87.717396647
HR547827,41.962900789,-87.717396647
HR551133,41.850759574,-87.731224671
HR551133,41.850759574,-87.731224671
HR551667,41.751941187,-87.550552203
HR554123,41.692480614,-87.631783894
HR554730,41.847440024,-87.69532062
HR556514,41.893420153,-87.745754339
HR556598,41.870824869,-87.718655889
HR556598,41.870824869,-87.718655889
HR557003,41.870011931,-87.726274733
HR557682,41.81464354,-87.696856772
HR558082,41.824066877,-87.711798562
HR558093,41.799212087,-87.651364176
HR558347,41.846113269,-87.722856253
HR559671,41.785091647,-87.622217216
HR561279,41.888658688,-87.748941709
HR561370,41.866184642,-87.724379838
HR566426,41.725889866,-87.591985239
HR568489,41.838107012,-87.67541719
HR568564,41.880416029,-87.730564444
HR568835,41.876074731,-87.733729997
HR570128,41.86610116,-87.659787932
HR570285,41.960354177,-87.687437701
HR571174,41.836161184,-87.704793754
HR572384,41.723588077,-87.607569132
HR576249,41.992246538,-87.692692016
HR576457,41.880928354,-87.709845075
HR578247,41.883561213,-87.750284482
HR580052,41.894321059,-87.724828857
HR580611,41.727047541,-87.594902613
HR582084,41.907537132,-87.694480116
HR588318,41.918511914,-87.690163597
HR588353,41.749481415,-87.55770612
HR592304,41.791454497,-87.664519356
HR597223,41.74953901,-87.548005154
HR602036,41.808751731,-87.653768257
HR604504,41.735820611,-87.660982355
HR606304,41.702536944,-87.645128658
HR606574,41.805126734,-87.608894322
HR606650,41.778435515,-87.688507498
HR606767,41.803775374,-87.611322908
HR608026,41.897472835,-87.773096424
HR608049,41.867097749,-87.723725015
HR608434,41.771850282,-87.673711855
HR610087,41.921618793,-87.732804061
HR610274,41.711916635,-87.60067211
HR611213,41.769395258,-87.66394207
HR611213,41.769395258,-87.66394207
HR611483,41.817736476,-87.619823819
HR612478,41.760755876,-87.65036405
HR617186,41.741523978,-87.581813227
HR617933,41.851469937,-87.73010219
HR619574,41.902376955,-87.716887686
HR619611,41.902200612,-87.760194649
HR619620,41.913298206,-87.692185205
HR619673,41.882475066,-87.676669814
HR619811,41.902580395,-87.731964966
HR621079,41.769779493,-87.651811641
HR621312,41.894991488,-87.747146676
HR623557,41.751206212,-87.609651179
HR626026,41.878918036,-87.72180972
HR626506,41.899105026,-87.716739169
HR626854,41.884293718,-87.760604435
HR628934,41.941607808,-87.726037169
HR632063,41.830821136,-87.607991909
HR632090,41.854761191,-87.711233515
HR632294,41.92158772,-87.667453883
HR633105,41.816784776,-87.608517164
HR633527,41.860043514,-87.709141272
HR634598,41.853505832,-87.695498927
HR640489,41.857650185,-87.677081685
HR640601,41.737366728,-87.552242422
HR643746,41.789001391,-87.638671315
HR643878,41.743220259,-87.636731919
HR645553,41.898009883,-87.731706653
HR645889,41.781709167,-87.63901768
HR647600,41.893682661,-87.710683339
HR649403,41.737366853,-87.55226074
HR654653,41.756672251,-87.664810972
HR659521,41.862896077,-87.71140063
HR660923,41.814896599,-87.612423245
HR661598,41.78701723,-87.645505595
HR662660,41.880905236,-87.71216242
HR662946,41.879268593,-87.694952704
HR663280,41.874393341,-87.76464733
HR663911,41.864096311,-87.714124026
HR664030,41.748450248,-87.670008368
HR666816,41.776920475,-87.66541829
HR667859,41.772441392,-87.607011343
HR668056,41.851921509,-87.693859281
HR670786,41.906739198,-87.73378479
HR671630,41.759993838,-87.628695949
HR673218,41.758027797,-87.637517408
HR673679,41.78082201,-87.636174778
HR679297,41.917336417,-87.712422847
HR680129,41.847907797,-87.733754526
HR680983,41.973416451,-87.718394898
HR682134,41.687241534,-87.649516602
HR682134,41.687241534,-87.649516602
HR683383,41.752169124,-87.663915849
HR683457,41.743333331,-87.611480125
HR685085,41.753065615,-87.562621485
HR685112,41.800887337,-87.633771457
HR685390,41.885647128,-87.729105069
HR685412,41.797074476,-87.665880189
HR686967,41.751921453,-87.552087979
HR687097,41.811787291,-87.702427682
HR687492,41.900673719,-87.736809539
HR691154,41.81579039,-87.607930426
HR691335,41.786858299,-87.623884403
HR691400,41.931833936,-87.72364555
HR692222,41.793071105,-87.675489237
HR692453,41.953959129,-87.701553206
HR697511,41.724361189,-87.651808283
HR698725,41.769681183,-87.684603135
HR699564,42.005899968,-87.664967527
HR702252,41.911744523,-87.760634647
HR703715,41.923546675,-87.801552232
HR704527,41.809543557,-87.60562401
HR707890,41.745320376,-87.606283743
HR709941,41.866217891,-87.721857339
HR711074,41.830080191,-87.617177006
HR711173,41.863461379,-87.652374244
HR712269,41.677927829,-87.631403865
HR712527,41.97475915,-87.715984234
HS101859,41.789740875,-87.659619818
HS102143,41.693524794,-87.638780573
HS102573,41.785941369,-87.671653413
HS103194,41.754225969,-87.608942917
HS104874,41.782695521,-87.697524811
HS108656,41.895175706,-87.736559521
HS111688,41.858347639,-87.695667396
HS113348,41.787575548,-87.790180913
HS114947,41.677968643,-87.627761152
HS116692,41.756054437,-87.618264454
HS118767,41.743999989,-87.544250778
HS119744,42.00415523,-87.660835633
HS125402,41.861553084,-87.660110993
HS128114,41.784782418,-87.615738011
HS128187,41.842650226,-87.708102936
HS131341,41.839897495,-87.735374292
HS131582,41.889931184,-87.713709315
HS134178,41.898067287,-87.721278114
HS134500,41.888517742,-87.765150087
HS144786,41.745247599,-87.574653564
HS146640,41.901618395,-87.727499879
HS147933,41.742084508,-87.666871364
HS148489,41.738925174,-87.648561871
HS148489,41.738925174,-87.648561871
HS151186,41.76587359,-87.576294705
HS154608,41.885692025,-87.751076713
HS154914,41.750075627,-87.644027455
HS154979,41.838261649,-87.708516295
HS155744,41.783303006,-87.615699508
HS158767,41.65633767,-87.614465032
HS163154,41.938615967,-87.763382421
HS164189,41.688809748,-87.668428345
HS166624,41.87245568,-87.73384827
HS169697,41.745274969,-87.602586885
HS171479,41.939350837,-87.77725455
HS172448,41.993558695,-87.655495503
HS173414,41.758092329,-87.633682992
HS174391,41.904343932,-87.73492394
HS176538,41.682506971,-87.634817245
HS177284,41.993336951,-87.683587594
HS180423,41.883325012,-87.729013107
HS184635,41.751230964,-87.608353587
HS185508,41.837789446,-87.720707876
HS186496,41.789191206,-87.700995519
HS187733,41.669182176,-87.575320432
HS188975,41.745196938,-87.59169355
HS195353,41.794343246,-87.623647843
HS195821,41.700680552,-87.631764349
HS197566,41.792258067,-87.617532173
HS203031,41.747428729,-87.703545586
HS204230,41.895490875,-87.713174418
HS207971,41.690760217,-87.624231024
HS212262,41.731187085,-87.604102106
HS213586,41.743970443,-87.585797123
HS214440,41.753074159,-87.65865473
HS214547,41.894896751,-87.759907352
HS216080,41.816892977,-87.693243059
HS216306,41.953173021,-87.767612828
HS218324,41.74689218,-87.601421562
HS222885,41.706838356,-87.651751673
HS224170,41.889912952,-87.719512288
HS224873,41.824249676,-87.699550005
HS225976,41.890128925,-87.765212935
HS225977,41.854680865,-87.706554228
HS227227,41.854660606,-87.712423776
HS227679,41.885760749,-87.759276606
HS227745,41.668569194,-87.620188694
HS227769,41.878856669,-87.726796913
HS229556,41.779036216,-87.698803841
HS231670,41.88907024,-87.721011435
HS232310,41.958106062,-87.832365167
HS232758,41.688374613,-87.620998789
HS233786,41.755426384,-87.561086941
HS235194,41.966047906,-87.661060061
HS235419,41.887233905,-87.764136834
HS235672,41.891569089,-87.763437251
HS237287,41.777127824,-87.666625987
HS237377,41.824933076,-87.623104662
HS238292,41.767622557,-87.666321189
HS238692,41.768729167,-87.623384033
HS239292,41.862895938,-87.711374933
HS245171,41.85818581,-87.722440438
HS251007,41.945781408,-87.815582076
HS254127,41.780164653,-87.688548837
HS254264,41.89814789,-87.722500496
HS254453,41.86983381,-87.700895293
HS254574,41.751897254,-87.553777728
HS254618,41.881169658,-87.725680737
HS256531,41.76179283,-87.694175824
HS256531,41.76179283,-87.694175824
HS256531,41.76179283,-87.694175824
HS256531,41.76179283,-87.694175824
HS256531,41.76179283,-87.694175824
HS257232,41.685916846,-87.625627805
HS258164,41.77843233,-87.676320797
HS259280,41.855017104,-87.668735838
HS259430,41.752128151,-87.603986066
HS259852,41.766381692,-87.61044471
HS259896,41.797781587,-87.649395287
HS259931,41.735127431,-87.656966712
HS259945,41.787382824,-87.624388303
HS260094,41.69399105,-87.657606561
HS260300,41.979806207,-87.670779259
HS261724,41.747672195,-87.601090224
HS264473,41.858265918,-87.726161913
HS264473,41.858265918,-87.726161913
HS265447,41.879109279,-87.703374269
HS266004,41.755339469,-87.663560389
HS266280,41.72187776,-87.614896187
HS266648,41.747201007,-87.585876911
HS268041,41.726558818,-87.608224404
HS269432,41.82847996,-87.683099884
HS269432,41.82847996,-87.683099884
HS269432,41.82847996,-87.683099884
HS269519,41.726559442,-87.608323307
HS272781,41.992259008,-87.710415066
HS273811,41.892206358,-87.719879646
HS274617,41.743717002,-87.57476319
HS277346,41.809294058,-87.622312742
HS282642,41.671646979,-87.650234368
HS283134,41.864278228,-87.659660218
HS284791,41.695606449,-87.634042071
HS285008,41.78217295,-87.609233417
HS286634,41.884613136,-87.731307206
HS286987,41.893294393,-87.670249052
HS286987,41.893294393,-87.670249052
HS294900,41.766306126,-87.635958063
HS295627,41.882539542,-87.627850543
HS298473,41.730245924,-87.664575808
HS299467,41.747565692,-87.555240973
HS301336,41.786389276,-87.643755941
HS304784,41.801320245,-87.619386147
HS307684,41.996432894,-87.665975252
HS309556,41.821716929,-87.616940019
HS309727,41.875255287,-87.726621673
HS310141,41.861673037,-87.727484295
HS310308,41.677291738,-87.631052045
HS312912,41.793154414,-87.728603037
HS312912,41.793154414,-87.728603037
HS313197,41.805185857,-87.702166016
HS313197,41.805185857,-87.702166016
HS313197,41.805185857,-87.702166016
HS313966,41.816397665,-87.632817639
HS314592,41.769466447,-87.682057585
HS316363,41.749722354,-87.646442572
HS316438,41.740140214,-87.615623344
HS317388,42.017740199,-87.670963396
HS317786,41.786184976,-87.648598206
HS320133,41.910065634,-87.710660082
HS321753,41.898629212,-87.751238366
HS322781,41.788676964,-87.614924537
HS323180,41.819258844,-87.621479805
HS323842,41.884907304,-87.735612136
HS325550,41.757639014,-87.556310458
HS325550,41.757639014,-87.556310458
HS325550,41.757639014,-87.556310458
HS326802,41.892546722,-87.707686343
HS328237,41.731190829,-87.603827294
HS328450,41.769142611,-87.576380906
HS330054,41.902814352,-87.708453036
HS333638,41.801013834,-87.66233678
HS333691,41.833953446,-87.665647616
HS334825,41.810071229,-87.695805277
HS334933,41.782559587,-87.660644627
HS335199,41.843515552,-87.718432905
HS336503,41.685392295,-87.616268735
HS337170,41.776150283,-87.615522623
HS338097,41.841272018,-87.681344639
HS339760,41.90074868,-87.732239283
HS340707,41.866095296,-87.660191836
HS341454,41.725412615,-87.581466178
HS341698,41.74818801,-87.656104054
HS342825,41.772821163,-87.588743255
HS345067,41.791516918,-87.649945934
HS346379,41.751141883,-87.54683123
HS347229,41.874222994,-87.735957704
HS349558,41.891770431,-87.717904198
HS349558,41.891770431,-87.717904198
HS349853,41.93887273,-87.743584067
HS350729,41.808523066,-87.612648765
HS350729,41.808523066,-87.612648765
HS351181,41.732931365,-87.545727176
HS352547,41.794033403,-87.663924134
HS355544,41.942800364,-87.696443901
HS355592,41.884131594,-87.699446961
HS355878,41.787531279,-87.693626886
HS357143,41.751898652,-87.650135449
HS357245,41.766831949,-87.615289269
HS358350,41.892319584,-87.711339316
HS358561,41.847302735,-87.714873231
HS361450,41.744647338,-87.552238463
HS361595,41.903086348,-87.718680834
HS361929,41.734679636,-87.730331611
HS363759,41.778414587,-87.677538184
HS363938,41.892830572,-87.708913968
HS364075,41.835100625,-87.722359117
HS365596,41.878735913,-87.736749223
HS367154,41.73570302,-87.669549669
HS367475,41.850459681,-87.722246016
HS367475,41.850459681,-87.722246016
HS367475,41.850459681,-87.722246016
HS368804,41.692363894,-87.64150249
HS370517,41.777843549,-87.601608671
HS370524,41.762436196,-87.664967402
HS370586,41.757732493,-87.644528275
HS370745,41.729678947,-87.626254064
HS370745,41.729678947,-87.626254064
HS371929,41.935868914,-87.740601677
HS372737,41.769962693,-87.649390273
HS377241,41.80129038,-87.667890288
HS377716,41.886899494,-87.734007053
HS379313,41.745971061,-87.55521259
HS379339,41.76527896,-87.566496412
HS379390,41.780352232,-87.66424243
HS379410,41.853391729,-87.670977026
HS380837,41.800447539,-87.698871386
HS390601,41.8828099,-87.704626879
HS391422,41.869331484,-87.687069794
HS391483,41.850960625,-87.633093989
HS392973,41.741947391,-87.580676052
HS393273,41.893925228,-87.762097739
HS393707,41.789931189,-87.664480186
HS394123,41.780612506,-87.661816229
HS394322,41.777628955,-87.665968207
HS394539,41.750663536,-87.601528975
HS395707,41.765916893,-87.667489846
HS395945,41.682252122,-87.651791547
HS397379,41.693457916,-87.657015325
HS397796,41.691600734,-87.635110634
HS397835,41.964769638,-87.649994855
HS398722,41.782606243,-87.654579713
HS399424,41.851442887,-87.731746808
HS399487,41.823949171,-87.607941067
HS404376,41.909446869,-87.759938798
HS404606,41.752697708,-87.563824279
HS404678,41.74301694,-87.667235477
HS411407,41.773054421,-87.644613656
HS412181,41.684289812,-87.650638815
HS413611,41.772462704,-87.645246862
HS414729,41.878888643,-87.724024232
HS414770,41.919677123,-87.724183838
HS415484,41.805654578,-87.622220943
HS415536,41.852504465,-87.730613683
HS416643,41.759741292,-87.606656106
HS416766,41.87495984,-87.74633837
HS419413,41.800725062,-87.6538274
HS423054,41.745683397,-87.671810428
HS424652,41.752039895,-87.641635327
HS425093,41.781746498,-87.697119874
HS425436,41.746243237,-87.696583715
HS426657,41.735326044,-87.642378922
HS434242,41.964165023,-87.660998963
HS434615,41.683889499,-87.625298575
HS437508,41.680811475,-87.644448671
HS437622,41.894111439,-87.742493814
HS438170,41.940608736,-87.750356843
HS438740,41.769711651,-87.668806946
HS439908,41.741728501,-87.577014421
HS439908,41.741728501,-87.577014421
HS440368,41.668028717,-87.63315841
HS442290,41.767100938,-87.638958942
HS443344,41.765936102,-87.667489647
HS445654,41.760352645,-87.563168381
HS447548,41.733197065,-87.666637175
HS448058,41.7525869,-87.584432797
HS449249,41.905778334,-87.726398891
HS449858,41.793249135,-87.642699628
HS451107,41.689045293,-87.655662965
HS452155,41.896807596,-87.749186979
HS452939,41.890104095,-87.754198816
HS453162,41.708472756,-87.628350602
HS455650,41.865639864,-87.725148631
HS456001,41.699335994,-87.618431762
HS456145,41.876698779,-87.732890642
HS458773,41.894391763,-87.717500723
HS458955,41.766124661,-87.662634466
HS459484,41.692046197,-87.61961822
HS459931,41.751320366,-87.602107872
HS460541,41.766249991,-87.575527839
HS461667,41.785933843,-87.693580432
HS463086,41.784883265,-87.606027606
HS463165,42.004189109,-87.665699202
HS464438,41.731018083,-87.551278884
HS464700,41.956484339,-87.705653271
HS465732,41.879391764,-87.753895296
HS466173,41.897717521,-87.7489583
HS466443,41.923182336,-87.731628237
HS466686,41.867031731,-87.728887556
HS468644,41.863466868,-87.651911622
HS469782,41.778922967,-87.706166918
HS469995,41.987343957,-87.656105817
HS470037,41.729423555,-87.545641804
HS471470,41.781270625,-87.665967112
HS471581,41.759614966,-87.592037022
HS471694,41.697169828,-87.646178191
HS473377,41.816236701,-87.628039421
HS473417,41.822763036,-87.695719749
HS474928,41.875698749,-87.73530506
HS475873,41.879411655,-87.752400589
HS476372,41.880600004,-87.736364671
HS478079,41.749205143,-87.575940886
HS478168,41.795549141,-87.662195751
HS480135,41.766324176,-87.615276603
HS481104,41.78938972,-87.704664147
HS481845,41.777838294,-87.615566126
HS485755,41.923548722,-87.801401557
HS485995,41.882880585,-87.698023476
HS487003,41.878743779,-87.736150611
HS487157,41.898185553,-87.724942769
HS487375,41.787896487,-87.686315273
HS488658,41.801330803,-87.663983888
HS490974,41.877074537,-87.726586106
HS491038,41.881659771,-87.654909481
HS492647,41.770678897,-87.728652882
HS492813,41.790752055,-87.625601621
HS492813,41.790752055,-87.625601621
HS494639,41.87955865,-87.701750476
HS495470,41.751268534,-87.606048047
HS496074,41.781499397,-87.730168144
HS496074,41.781499397,-87.730168144
HS496074,41.781499397,-87.730168144
HS496074,41.781499397,-87.730168144
HS498160,41.777090725,-87.649574843
HS501948,41.848287389,-87.693730312
HS505104,41.738637367,-87.55995442
HS505346,41.744544863,-87.64386309
HS505849,41.787346084,-87.692404018
HS505927,41.835615584,-87.650097154
HS506148,41.740797975,-87.663191212
HS515358,41.77631268,-87.603404159
HS519584,41.79230649,-87.657700742
HS521178,41.744326122,-87.662073544
HS523715,41.856056614,-87.716345284
HS528163,41.779646449,-87.612007936
HS529083,41.871729291,-87.716899535
HS529365,41.808614751,-87.664091468
HS530079,41.670083502,-87.641649599
HS530986,41.847554154,-87.713659632
HS531068,41.670036202,-87.635640182
HS532796,41.911957637,-87.76431034
HS537222,41.894036232,-87.68046303
HS540405,41.751208125,-87.609519228
HS541937,41.75126807,-87.605974758
HS542314,41.762299315,-87.667387963
HS543952,41.872830086,-87.742550324
HS549638,41.687739074,-87.663635968
HS550275,41.870929599,-87.72596131
HS551662,41.972919409,-87.706157544
HS552332,41.736952142,-87.660662784
HS552476,41.791160785,-87.579836586
HS556939,41.938970289,-87.736441726
HS557633,41.793508009,-87.70400049
HS558170,41.859880892,-87.705486601
HS558352,41.826817531,-87.668345134
HS558496,41.744112611,-87.545465953
HS559185,41.994601805,-87.656014163
HS559622,41.881907474,-87.704705497
HS562201,41.731211183,-87.65928289
HS563179,41.931893493,-87.761351158
HS563343,41.894591453,-87.719944973
HS564766,41.9170049,-87.79870024
HS568043,41.900056069,-87.63730367
HS568397,41.679828274,-87.624471853
HS569089,41.751605291,-87.70399584
HS569394,41.768286371,-87.686424382
HS570841,41.740420391,-87.65589621
HS571128,41.735088991,-87.656963451
HS574248,41.738461094,-87.66435135
HS577412,41.865623291,-87.763106027
HS579597,41.855768749,-87.658802489
HS584100,41.71265127,-87.621939451
HS586272,41.995988144,-87.73619249
HS586940,41.880178836,-87.694800432
HS590913,41.848312173,-87.69177748
HS591029,41.68590089,-87.62082472
HS591381,41.780310939,-87.611630184
HS592242,41.726810098,-87.59853204
HS592324,41.963601475,-87.655232185
HS592590,41.767513402,-87.671171991
HS597260,41.82236717,-87.612966814
HS598669,41.830799067,-87.607973812
HS600811,41.766580389,-87.643201997
HS601611,41.849401927,-87.702729887
HS604347,41.767993447,-87.574821838
HS605270,41.803357016,-87.648774838
HS608023,41.88728285,-87.756894211
HS609370,41.899946678,-87.723780004
HS609549,41.912949212,-87.708526867
HS610565,41.763583691,-87.56536932
HS611601,41.924452444,-87.773305088
HS611880,41.692532002,-87.612154585
HS613114,41.91910333,-87.756005333
HS613573,41.87981679,-87.766475679
HS614093,41.766613544,-87.674560938
HS614093,41.766613544,-87.674560938
HS614692,41.797478592,-87.622538713
HS626450,41.775555312,-87.687762797
HS628233,41.852793186,-87.716251849
HS628345,41.737976685,-87.695965559
HS632679,41.80488652,-87.672841275
HS632807,41.947276021,-87.652424035
HS633585,41.74738452,-87.557669064
HS633585,41.74738452,-87.557669064
HS634556,41.916515819,-87.705846669
HS636459,41.764591925,-87.689734784
HS637186,41.77932782,-87.673118278
HS638640,41.691515662,-87.677502582
HS638640,41.691515662,-87.677502582
HS638640,41.691515662,-87.677502582
HS638823,41.764832296,-87.576944743
HS641685,41.729775097,-87.656810376
HS641872,41.791660348,-87.66452455
HS643182,41.792149173,-87.669789042
HS646613,41.807856992,-87.658872511
HS648785,41.896460802,-87.713906987
HS649337,41.704889896,-87.620541865
HS652562,41.77430183,-87.613083318
HS656317,41.901659347,-87.723829835
HS656566,41.764128508,-87.666225422
HS656682,41.738705762,-87.666785387
HS657617,41.789649698,-87.674178458
HS659457,41.688454665,-87.614462725
HS663944,41.80476028,-87.622718647
HS664280,41.872586081,-87.72162775
HS668190,41.897793069,-87.724931802
HS669613,41.658691551,-87.603024941
HS669761,41.8602114,-87.718900712
HS677233,41.789517024,-87.694905233
HS677366,41.727998675,-87.660404506
HS679806,41.782211626,-87.698354554
HS681635,41.712809024,-87.562161311
HS683187,41.843287513,-87.654551639
HS683202,41.931135348,-87.77627118
HS684556,41.771907116,-87.644581938
HT100325,41.985473908,-87.6586893
HT101536,41.758168911,-87.628701252
HT101536,41.758168911,-87.628701252
HT104380,41.864272772,-87.660133858
HT104792,41.964499839,-87.661002797
HT108310,41.737959637,-87.579377939
HT111240,41.748305725,-87.631814065
HT111412,41.815698011,-87.62300861
HT111676,41.801104078,-87.687172669
HT112275,41.725970861,-87.662792158
HT114232,41.878827643,-87.729099546
HT116513,41.766161253,-87.649291358
HT116872,41.780330981,-87.610453049
HT118573,41.861103162,-87.691286207
HT119996,41.894789245,-87.769788521
HT122016,41.843651461,-87.730612367
HT123587,41.779655416,-87.651215789
HT123735,41.677800201,-87.64295433
HT133119,41.687070509,-87.660058693
HT137982,41.781896491,-87.691032029
HT138847,41.845161432,-87.725004968
HT139016,41.814844458,-87.615490575
HT139228,41.895505083,-87.71174182
HT140583,41.802420738,-87.663591109
HT141140,41.785788972,-87.661941883
HT142223,41.745801428,-87.604676964
HT142432,41.765039197,-87.57627519
HT143584,41.892610468,-87.717448051
HT144517,41.906464536,-87.708013345
HT144517,41.906464536,-87.708013345
HT147866,41.875459673,-87.70995698
HT148128,41.745188071,-87.607494484
HT148203,41.759335603,-87.559654632
HT148238,41.883627156,-87.726983152
HT149027,41.70702774,-87.634394404
HT149354,41.877565688,-87.684893829
HT151711,41.953144297,-87.669015127
HT152977,41.787093731,-87.640880974
HT156871,41.733232739,-87.666636806
HT157733,41.751170669,-87.61185408
HT158215,41.769501874,-87.655447361
HT161224,41.873508972,-87.701005933
HT165579,41.82613447,-87.670289437
HT173259,41.846141487,-87.70018913
HT175664,41.780439401,-87.603727666
HT177412,41.783434083,-87.605996318
HT180003,41.988127139,-87.658153681
HT180003,41.988127139,-87.658153681
HT180194,41.812780011,-87.691893746
HT180292,41.903479986,-87.73238999
HT181604,41.876955358,-87.736310466
HT183026,41.759564326,-87.655837845
HT183702,41.74249347,-87.666881792
HT184401,41.694968292,-87.62796351
HT187740,41.776215591,-87.611929065
HT188442,41.684623652,-87.562805495
HT189211,42.009033323,-87.671035334
HT190514,41.900188231,-87.77449791
HT199388,41.899582746,-87.747174479
HT200722,41.789373081,-87.691236085
HT200791,41.880773563,-87.721887504
HT201703,41.979514963,-87.691977431
HT202574,41.685474655,-87.607964681
HT208024,41.680377564,-87.638471698
HT209905,41.886344983,-87.711775535
HT209962,41.789738814,-87.672971126
HT213845,41.776951853,-87.588402181
