CaseNumber,Latitude,Longitude
HM135193,41.860232898,-87.709146772
HM139170,41.762794385,-87.62002232
HM142391,41.958217778,-87.704485493
HM144885,41.80633855,-87.662475618
HM148888,41.830276758,-87.685404331
HM148910,41.781374962,-87.617209584
HM149024,41.902533149,-87.735003295
HM149241,41.857178186,-87.666129235
HM150341,41.880423235,-87.751109858
HM150929,41.853853291,-87.625519384
HM152686,41.793257667,-87.634129462
HM154020,41.902074239,-87.731209331
HM154020,41.902074239,-87.731209331
HM154020,41.902074239,-87.731209331
HM161656,42.01718607,-87.682995282
HM164900,41.75242239,-87.602784346
HM169115,41.918552543,-87.721707033
HM169818,41.851602571,-87.720425599
HM169818,41.851602571,-87.720425599
HM176257,41.870997761,-87.701963262
HM180041,41.704334583,-87.631083766
HM181922,41.881737011,-87.751509217
HM182777,41.78139966,-87.728944482
HM185542,41.764678954,-87.621669247
HM187446,41.703582996,-87.535286161
HM190337,41.763067618,-87.582368271
HM195909,41.879243784,-87.697405876
HM197616,41.924848886,-87.693208714
HM199438,41.817454046,-87.68806854
HM199908,41.908812281,-87.731388482
HM204945,41.919447417,-87.776784373
HM208287,41.789934079,-87.635892708
HM210470,41.75328779,-87.646540159
HM210519,41.899283022,-87.696061056
HM210539,41.720649612,-87.63108931
HM210700,41.771294134,-87.670062673
HM214100,41.84032682,-87.709798991
HM215513,41.864185211,-87.683523865
HM215810,41.757725557,-87.644744591
HM217519,41.826974244,-87.646017332
HM220268,41.994503033,-87.700747729
HM225094,41.89116891,-87.758578112
HM225324,41.727125922,-87.587915691
HM225452,41.894856745,-87.662369136
HM225498,41.852919639,-87.670963544
HM225635,41.665514159,-87.618769441
HM227044,41.765709524,-87.674361249
HM231046,41.770945134,-87.685855121
HM232296,41.80262341,-87.616243167
HM232477,41.797178266,-87.633067324
HM232924,41.911893017,-87.710609256
HM235902,41.800709473,-87.585922883
HM236432,41.848549403,-87.626979903
HM240394,41.815592286,-87.691293414
HM248030,41.876616651,-87.75812836
HM250985,41.720790031,-87.536498193
HM251376,41.860198373,-87.710369536
HM256511,41.664247982,-87.63557458
HM256511,41.664250349,-87.635512338
HM258390,42.017031669,-87.670871389
HM260685,41.763589484,-87.599424772
HM260740,41.917498492,-87.696419974
HM260852,41.777541862,-87.615558432
HM262937,41.852675169,-87.716249313
HM264904,41.754592961,-87.741528537
HM268232,41.729782134,-87.664104361
HM269824,41.756448661,-87.573645716
HM270284,41.677392272,-87.628645977
HM272053,41.682243383,-87.642057528
HM278309,41.853227802,-87.634063979
HM278470,41.783530597,-87.697175569
HM280214,41.804855889,-87.676113259
HM283696,41.722460108,-87.576090212
HM285131,41.92418567,-87.68359519
HM288207,41.786538669,-87.685448906
HM289720,41.735567532,-87.622580595
HM291758,41.740926349,-87.639962841
HM291797,41.891428482,-87.668380562
HM296045,41.697603447,-87.619615366
HM301641,41.991439996,-87.658258453
HM304212,41.78314792,-87.725331171
HM305086,41.885598321,-87.758624371
HM305509,41.76486708,-87.580569518
HM305572,41.725896149,-87.654275775
HM305688,41.761272458,-87.582308566
HM307386,41.729659769,-87.662885683
HM307550,41.81104771,-87.69918863
HM308049,41.87828717,-87.714185338
HM310742,41.838756724,-87.722496819
HM310821,41.946138719,-87.746123308
HM311151,41.86299009,-87.703473782
HM311832,41.864552974,-87.707243454
HM314690,41.914383719,-87.763792792
HM315307,41.895288603,-87.73032912
HM316537,41.754725641,-87.567505295
HM316969,41.677186416,-87.628640902
HM318752,41.791462084,-87.718945315
HM318796,41.919913958,-87.799326324
HM318880,41.899525741,-87.722546136
HM319082,41.76975684,-87.649385128
HM321204,41.717695467,-87.635839192
HM321310,41.758952867,-87.638464025
HM328702,41.883031715,-87.753021461
HM328745,41.923919755,-87.805686748
HM328917,41.749220678,-87.557701929
HM329057,41.679716575,-87.638083456
HM329161,41.888648576,-87.722220069
HM333331,41.892689579,-87.713789167
HM334963,41.798553638,-87.674435627
HM335053,41.806808283,-87.663024571
HM335219,41.767829035,-87.650549297
HM335362,41.845734406,-87.713603791
HM336390,41.865132942,-87.662687356
HM338193,41.882750685,-87.768205083
HM341097,41.768245229,-87.688869821
HM342819,41.871650509,-87.72373316
HM344414,41.88907661,-87.670744403
HM345333,41.89652481,-87.639211587
HM345459,41.763913228,-87.667433588
HM346405,41.763315857,-87.620031206
HM350296,41.880751096,-87.723855981
HM351280,41.794856483,-87.674330475
HM353304,41.778410714,-87.690938493
HM353570,41.97852489,-87.836589041
HM359515,41.878037627,-87.701122857
HM360302,41.862208339,-87.705544596
HM363266,41.771105569,-87.61804966
HM363498,41.88687358,-87.763416552
HM363518,41.823242115,-87.701966702
HM363546,41.931626396,-87.739549467
HM363600,41.877231343,-87.714316703
HM364457,41.763081338,-87.582368111
HM366735,41.786087136,-87.64737823
HM366991,41.875168041,-87.733521834
HM367019,41.775098286,-87.645882255
HM368219,41.764671452,-87.684844209
HM370791,41.856095633,-87.71390755
HM370791,41.856095633,-87.71390755
HM371254,41.749165772,-87.557698925
HM371254,41.749165772,-87.557698925
HM372012,41.80597237,-87.663682494
HM373080,41.772022709,-87.638711569
HM373412,41.73115215,-87.554046926
HM375738,41.891913851,-87.766559718
HM377527,41.736823619,-87.663089637
HM377562,41.851668507,-87.714298959
HM378023,41.87006313,-87.660131851
HM378023,41.87006313,-87.660131851
HM380366,41.715680818,-87.643058205
HM381165,41.871521869,-87.715579751
HM383582,41.739356587,-87.668753585
HM385761,41.742442902,-87.572990044
HM387924,41.899946678,-87.723780004
HM388269,41.714524235,-87.620384149
HM390108,41.656229667,-87.596970934
HM390504,41.745832428,-87.601781719
HM392624,41.937269455,-87.702669885
HM393124,41.838704173,-87.726042275
HM394744,41.794906533,-87.668253373
HM395206,41.683235288,-87.63725483
HM398428,41.850977613,-87.721077561
HM400178,41.878714908,-87.73851933
HM400689,41.904345892,-87.734773309
HM400931,41.751270583,-87.605938082
HM402598,41.903446827,-87.734447423
HM404411,41.936389472,-87.712403455
HM406698,41.874030718,-87.748182746
HM408558,41.787113361,-87.606735755
HM413597,41.781840195,-87.692253528
HM414502,41.862009675,-87.726273338
HM414793,41.799462461,-87.595942248
HM416307,41.693615277,-87.68284896
HM417982,41.790842609,-87.63501745
HM418785,41.965911528,-87.65886264
HM418806,41.760090211,-87.590836687
HM419129,41.732569819,-87.640400769
HM419168,41.791544829,-87.673018596
HM421044,41.924553066,-87.720984615
HM421114,41.85390675,-87.681855019
HM421271,41.886081621,-87.756497369
HM422694,41.934719406,-87.705050827
HM424209,41.766480771,-87.584355543
HM425187,41.883176938,-87.741151361
HM426867,41.772364083,-87.652183869
HM432667,41.895476313,-87.714544578
HM435531,41.764167937,-87.595048945
HM435683,41.751760891,-87.657001014
HM435696,41.876776356,-87.702317641
HM436673,41.743949634,-87.575082912
HM441215,41.904807025,-87.691109338
HM441456,41.881982656,-87.697426458
HM443007,41.741505268,-87.611423652
HM443007,41.741505268,-87.611423652
HM444817,41.767525387,-87.674210703
HM445290,41.761228524,-87.667772896
HM445941,41.883167009,-87.675300318
HM447181,41.751861269,-87.648926472
HM448556,41.791865699,-87.646308185
HM449389,41.794856483,-87.674330475
HM451000,41.758625915,-87.601280918
HM451281,41.939920707,-87.653211667
HM451396,41.767382267,-87.622585108
HM453083,41.749053265,-87.55770028
HM453490,41.86188416,-87.714071948
HM454729,41.791874028,-87.656029442
HM455301,41.798587035,-87.659846238
HM455355,41.776609827,-87.676269741
HM457184,41.858233936,-87.727380936
HM459044,41.706181257,-87.639171722
HM459438,41.87849745,-87.730498018
HM459587,41.717378186,-87.655273828
HM459623,41.722453222,-87.655407293
HM460334,41.798283438,-87.708593054
HM461590,41.932545457,-87.745365981
HM461626,41.938456565,-87.70196353
HM461880,41.914271626,-87.715061131
HM463502,41.723078428,-87.659521747
HM464254,41.678018588,-87.62339354
HM467149,41.885413255,-87.704957578
HM467256,41.78015499,-87.584687735
HM467767,41.772669951,-87.574026222
HM468496,41.892527477,-87.719887592
HM469541,41.820921443,-87.698163036
HM470074,41.752188169,-87.605227749
HM474070,41.735816901,-87.661286494
HM474626,41.758906715,-87.658809886
HM474713,41.797972468,-87.643683122
HM478289,41.899876756,-87.718898949
HM478304,41.762139765,-87.664959482
HM478344,41.65464198,-87.596743849
HM478600,41.775331973,-87.702392815
HM480363,41.963077284,-87.654759753
HM482320,41.828295662,-87.693283585
HM486812,41.771989936,-87.623472718
HM489058,41.88290449,-87.758828452
HM489098,41.68078465,-87.639078661
HM489117,41.680386323,-87.654168733
HM491172,41.827265715,-87.62488406
HM492478,41.796626686,-87.677711947
HM492478,41.796626686,-87.677711947
HM493090,41.791008191,-87.701043668
HM493180,41.753694936,-87.555016689
HM493341,41.883167009,-87.675300318
HM496525,41.895468089,-87.715565745
HM497686,41.808559899,-87.621194785
HM499162,41.750016955,-87.55857919
HM499640,41.771153839,-87.674774761
HM501315,41.875259067,-87.726298517
HM501773,41.806695412,-87.673868046
HM501824,41.860320126,-87.717680911
HM501888,41.751185092,-87.567444769
HM503572,41.947876714,-87.753319639
HM503578,41.690697149,-87.629148835
HM503614,41.739476258,-87.660083169
HM504724,41.860232898,-87.709146772
HM505519,41.733859373,-87.608332812
HM506234,41.785919501,-87.663146869
HM506248,41.93519135,-87.745992199
HM507971,41.768376634,-87.591052726
HM509037,41.703471629,-87.62284629
HM509037,41.703746874,-87.623421862
HM509861,41.935411425,-87.717804557
HM510173,41.750935666,-87.563794018
HM511651,41.718000917,-87.630121852
HM514799,41.778047465,-87.586387726
HM516374,41.908205733,-87.760890374
HM520797,41.906388799,-87.773080931
HM520939,41.810385665,-87.668966288
HM521205,41.742792128,-87.646300248
HM530214,41.747302562,-87.584193726
HM530895,41.744923653,-87.602579875
HM530961,41.750177022,-87.677283297
HM534652,41.736811056,-87.550032493
HM535221,41.884691327,-87.768298153
HM536426,41.85581282,-87.723622964
HM538466,41.887865368,-87.751056978
HM541073,41.771103898,-87.618221974
HM545029,41.934658994,-87.681416075
HM546165,41.797422361,-87.689325726
HM546790,41.680782299,-87.635970724
HM546832,41.840782151,-87.651796379
HM547833,41.701282175,-87.608863651
HM552299,41.686604656,-87.614410099
HM552534,41.705244076,-87.603948559
HM556226,41.897730194,-87.751995844
HM557224,41.762412253,-87.679405552
HM557243,41.714071734,-87.653957073
HM558702,41.781647224,-87.599471878
HM560665,41.865193536,-87.659911267
HM560819,41.927405573,-87.697486352
HM560832,41.929515362,-87.686583945
HM566275,41.909786287,-87.633105375
HM567380,41.980639456,-87.65510293
HM570851,41.744374304,-87.572901299
HM574677,41.766195532,-87.654144229
HM575626,41.857182254,-87.711856109
HM575626,41.857182254,-87.711856109
HM576211,41.898012655,-87.715177582
HM578718,41.750706929,-87.602741498
HM579763,41.769880924,-87.594950449
HM580342,41.897430484,-87.766701942
HM580385,41.794404428,-87.620233013
HM586279,41.776677959,-87.681002091
HM587994,42.009501913,-87.690712255
HM588061,41.784864189,-87.669504831
HM588093,41.741206191,-87.666374791
HM588404,41.860517626,-87.705498727
HM590176,41.710837306,-87.621501647
HM590365,41.652958587,-87.604750959
HM595985,41.848039534,-87.71410272
HM599100,41.871957714,-87.697389983
HM599962,41.712691482,-87.619573006
HM600500,41.912886513,-87.692174629
HM602030,41.688359857,-87.619505198
HM603523,41.688062185,-87.622397131
HM604131,41.745718468,-87.558850737
HM604559,41.903793185,-87.728798089
HM605506,41.750628547,-87.612490478
HM606065,41.899841292,-87.748365913
HM606144,41.83670752,-87.65840454
HM606828,41.808187211,-87.633336248
HM606958,41.797073968,-87.671960655
HM608669,41.789655249,-87.647468534
HM608840,41.755049273,-87.632843785
HM608905,41.733847113,-87.60899975
HM610400,41.884710837,-87.765022234
HM611281,41.787540374,-87.699724693
HM611650,41.847472833,-87.708779015
HM613471,41.758437423,-87.613579606
HM614119,41.780415657,-87.605608794
HM614751,41.692233255,-87.652715044
HM614873,41.776569909,-87.675049311
HM615727,41.93461208,-87.749172906
HM617429,41.849362335,-87.710056264
HM617673,42.017948937,-87.683476951
HM619261,41.847516848,-87.724644992
HM619620,41.879552758,-87.714275939
HM620641,41.757729699,-87.590772269
HM621190,41.93844065,-87.77687286
HM622489,41.854952155,-87.674132369
HM622918,41.763754044,-87.688112032
HM626060,41.766159533,-87.648081733
HM629066,41.773144493,-87.674956028
HM629208,41.773395944,-87.580928049
HM630280,41.863585727,-87.69455439
HM631473,41.865819053,-87.645069093
HM632719,41.886544315,-87.765086779
HM634864,41.795049578,-87.670686936
HM636970,41.733415636,-87.638677057
HM637196,41.774555702,-87.597283435
HM638438,41.76393126,-87.59579941
HM638642,41.788545302,-87.625545223
HM638738,41.705564556,-87.536495793
HM638738,41.705564556,-87.536495793
HM641124,41.72254192,-87.56937846
HM643010,41.655956217,-87.598840303
HM645095,41.773487859,-87.620296111
HM645213,41.85014407,-87.627021086
HM645479,41.70840401,-87.624758638
HM646109,41.746226472,-87.645127655
HM646109,41.746226472,-87.645127655
HM646109,41.746226472,-87.645127655
HM646261,41.865232897,-87.727590195
HM646755,41.856506974,-87.671066016
HM648476,41.792444765,-87.62240731
HM648547,41.881854367,-87.724388981
HM650012,41.931606452,-87.741001296
HM655073,41.909555628,-87.751554247
HM658697,41.919625407,-87.775573961
HM658838,41.70089042,-87.622153316
HM660445,41.904958399,-87.638396561
HM660957,41.869068563,-87.744853925
HM662463,41.787508133,-87.61671965
HM670885,41.750397942,-87.660438139
HM671986,41.883090343,-87.680137475
HM677389,41.804379051,-87.584732228
HM679440,41.707257948,-87.53770539
HM680112,41.882553868,-87.624383802
HM684709,41.862929211,-87.708404682
HM686386,41.86002982,-87.715235175
HM688439,41.882352904,-87.733076403
HM689907,41.786969054,-87.617407672
HM692552,41.972528379,-87.764922563
HM692563,41.876695801,-87.75204698
HM693305,41.708487135,-87.620007718
HM696363,41.747548499,-87.567385388
HM699355,41.718082413,-87.656489817
HM699715,41.889540985,-87.748676583
HM699910,41.911718008,-87.725578452
HM700082,41.822664514,-87.700732319
HM701835,41.905324142,-87.729779176
HM701848,41.898993229,-87.769189563
HM701959,41.764803632,-87.673835355
HM703474,41.654521261,-87.596748883
HM709386,41.681126941,-87.638500244
HM711265,41.840827231,-87.707955539
HM711625,41.881957694,-87.699861374
HM714045,41.681569005,-87.619726687
HM714629,41.888460669,-87.755363176
HM717034,41.655226457,-87.602321253
HM717260,41.904279559,-87.694450143
HM718914,41.89277569,-87.708914503
HM718982,41.72789922,-87.664050635
HM720367,41.852576386,-87.725514655
HM721714,41.713517035,-87.644220423
HM722404,41.816448367,-87.690778617
HM722655,41.700267163,-87.525758806
HM726817,41.860304719,-87.718903489
HM728245,41.934853553,-87.707504567
HM728459,41.864170798,-87.705602493
HM728478,41.727125922,-87.587915691
HM728478,41.727125922,-87.587915691
HM730751,41.883611814,-87.735572798
HM733200,41.842709067,-87.626890005
HM733453,41.791711717,-87.668172722
HM735816,41.873119908,-87.745551103
HM737012,41.760167294,-87.681799758
HM737315,41.768975173,-87.576375543
HM738235,41.792005976,-87.685569871
HM738714,41.831353733,-87.671182257
HM739631,41.730376566,-87.556228779
HM740617,41.933686164,-87.721558791
HM741825,41.776400433,-87.570448042
HM748388,41.960247081,-87.711278451
HM748671,41.724269034,-87.609367425
HM749904,41.782173188,-87.698351267
HM753676,41.967298725,-87.653512545
HM753776,41.671345244,-87.64290984
HM754843,41.744971567,-87.596760307
HM758357,41.886807703,-87.763413465
HM760430,41.769051525,-87.616958092
HM761777,41.877016948,-87.731286707
HM763064,41.881883933,-87.640060441
HM763064,41.881883933,-87.640060441
HM763064,41.881883933,-87.640060441
HM763502,41.780732986,-87.772826812
HM763994,41.906973626,-87.711810588
HM765002,41.759967099,-87.60417953
HM769565,41.794852216,-87.673109334
HM773041,41.75025981,-87.608840922
HM775628,41.866099299,-87.659938475
HM777043,41.896048219,-87.631235316
HM778183,41.904601844,-87.750926972
HM779917,41.844342775,-87.717632254
HM783995,41.711422875,-87.640529044
HM787341,41.780499684,-87.649666954
HM790189,41.757464186,-87.588334385
HM791643,41.745005285,-87.605063397
HM791801,41.871042334,-87.736471968
HM791984,41.7790047,-87.701051605
HM792963,41.740712272,-87.57356008
HM793188,41.758365901,-87.617505767
HM794055,41.931849227,-87.722392208
HM797100,41.794387355,-87.621905441
HM797253,41.655807747,-87.60396869
HM798765,41.917081441,-87.733111146
HM799233,41.779907312,-87.699510196
HM799800,41.651849462,-87.611646208
HM801741,41.85014407,-87.627021086
HM802561,41.795458885,-87.696969609
HM803830,41.766615573,-87.674436286
HN005107,41.709901699,-87.564045561
HN100122,41.891401248,-87.744314763
HN100491,41.765558758,-87.580587091
HN101673,41.838092148,-87.712176626
HN102609,41.850330711,-87.627026373
HN104786,41.839310125,-87.662799249
HN105600,41.898155638,-87.728630875
HN106568,41.880628389,-87.733911427
HN110895,41.725851639,-87.594571959
HN113626,41.790234333,-87.623975522
HN118196,41.817920375,-87.619829115
HN118977,41.73855005,-87.663133974
HN120878,41.801062213,-87.624248541
HN123440,41.791415927,-87.634076137
HN127983,41.847561294,-87.712441046
HN128132,41.784466665,-87.658270718
HN131425,41.912292391,-87.73251675
HN133795,41.730145605,-87.545284948
HN135439,41.911215388,-87.699112935
HN136097,41.891349063,-87.749141224
HN136125,41.739698771,-87.581775883
